ANIO,MES,AEROPUERTO_OPERACION,ORIGEN,DESTINO,EMPRESA,EXPLOTADOR,TIPO_VUELO,TRAFICO,TIPO_OPERACION,TotalOperaciones
2025,1,EJC,EJC,ZZZZ,Estado,Estado,M,N,SALIDA,1
2025,1,SKAC,SKAC,SKFL,NSE,1EH,S,N,SALIDA,4
2025,1,SKAC,SKAC,SKLT,Estado,Estado,M,N,SALIDA,1
2025,1,SKAC,SKAC,SKLT,NSE,1EH,S,N,SALIDA,4
2025,1,SKAC,SKFL,SKAC,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAC,SKFL,SKAC,NSE,1EH,S,N,LLEGADA,4
2025,1,SKAC,SKLT,SKAC,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAC,SKLT,SKAC,NSE,1EH,S,N,LLEGADA,4
2025,1,SKAD,SKAD,SKMD,NSE,1EH,S,N,SALIDA,22
2025,1,SKAD,SKMD,SKAD,NSE,1EH,S,N,LLEGADA,11
2025,1,SKAD,SKMD,SKAD,NSE,NSE,S,N,LLEGADA,11
2025,1,SKAG,AFIL,SKAG,Estado,Estado,M,N,LLEGADA,2
2025,1,SKAG,SKAG,SKBG,1DF,1DF,N,N,SALIDA,8
2025,1,SKAG,SKAG,SKBG,Estado,Estado,M,N,SALIDA,1
2025,1,SKAG,SKAG,SKBO,Estado,Estado,M,N,SALIDA,2
2025,1,SKAG,SKAG,SKBO,NSE,NSE,S,N,SALIDA,15
2025,1,SKAG,SKAG,SKBQ,Estado,Estado,M,N,SALIDA,3
2025,1,SKAG,SKAG,SKCC,1HB,1HB,N,N,SALIDA,1
2025,1,SKAG,SKAG,SKCC,Estado,Estado,M,N,SALIDA,2
2025,1,SKAG,SKAG,SKMD,UNO,HTS,N,N,SALIDA,1
2025,1,SKAG,SKAG,SKPQ,Estado,Estado,M,N,SALIDA,1
2025,1,SKAG,SKAG,SKTI,Estado,Estado,M,N,SALIDA,1
2025,1,SKAG,SKAG,SKVP,Estado,Estado,M,N,SALIDA,1
2025,1,SKAG,SKAG,SKVP,UNO,HTS,N,N,SALIDA,1
2025,1,SKAG,SKBG,SKAG,1DF,1DF,N,N,LLEGADA,9
2025,1,SKAG,SKBO,SKAG,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAG,SKBO,SKAG,NSE,NSE,S,N,LLEGADA,15
2025,1,SKAG,SKBQ,SKAG,Estado,Estado,M,N,LLEGADA,2
2025,1,SKAG,SKCC,SKAG,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAG,SKCU,SKAG,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAG,SKEJ,SKAG,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAG,SKMD,SKAG,UNO,HTS,N,N,LLEGADA,1
2025,1,SKAG,SKPQ,SKAG,Estado,Estado,M,N,LLEGADA,2
2025,1,SKAG,SKVP,SKAG,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAG,SKVP,SKAG,UNO,HTS,N,N,LLEGADA,1
2025,1,SKAG,ZZZZ,SKAG,Estado,Estado,M,N,LLEGADA,2
2025,1,SKAM,SKMD,SKAM,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAP,AFIL,SKAP,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAP,SKAP,SKAP,Estado,Estado,M,N,LLEGADA,76
2025,1,SKAP,SKAP,SKAP,Estado,Estado,M,N,SALIDA,76
2025,1,SKAP,SKAP,SKBO,Estado,Estado,M,N,SALIDA,26
2025,1,SKAP,SKAP,SKCC,Estado,Estado,M,N,SALIDA,2
2025,1,SKAP,SKAP,SKFL,Estado,Estado,M,N,SALIDA,1
2025,1,SKAP,SKAP,SKGB,Estado,Estado,M,N,SALIDA,3
2025,1,SKAP,SKAP,SKHZ,Estado,Estado,M,N,SALIDA,1
2025,1,SKAP,SKAP,SKIM,Estado,Estado,M,N,SALIDA,1
2025,1,SKAP,SKAP,SKMU,Estado,Estado,M,N,SALIDA,5
2025,1,SKAP,SKAP,SKNA,Estado,Estado,M,N,SALIDA,7
2025,1,SKAP,SKAP,SKPD,Estado,Estado,M,N,SALIDA,1
2025,1,SKAP,SKAP,SKPZ,Estado,Estado,M,N,SALIDA,2
2025,1,SKAP,SKAP,SKRG,Estado,Estado,M,N,SALIDA,1
2025,1,SKAP,SKAP,SKSJ,Estado,Estado,M,N,SALIDA,8
2025,1,SKAP,SKAP,SKSL,Estado,Estado,M,N,SALIDA,1
2025,1,SKAP,SKAP,SKTI,Estado,Estado,M,N,SALIDA,3
2025,1,SKAP,SKAP,SKTQ,Estado,Estado,M,N,SALIDA,4
2025,1,SKAP,SKAP,SKUA,Estado,Estado,M,N,SALIDA,5
2025,1,SKAP,SKAP,SKUB,Estado,Estado,M,N,SALIDA,2
2025,1,SKAP,SKAP,SKYP,Estado,Estado,M,N,SALIDA,10
2025,1,SKAP,SKBO,SKAP,Estado,Estado,M,N,LLEGADA,28
2025,1,SKAP,SKBQ,SKAP,Estado,Estado,M,N,LLEGADA,2
2025,1,SKAP,SKCC,SKAP,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAP,SKGB,SKAP,Estado,Estado,M,N,LLEGADA,4
2025,1,SKAP,SKIM,SKAP,Estado,Estado,M,N,LLEGADA,2
2025,1,SKAP,SKME,SKAP,Estado,Estado,M,N,LLEGADA,2
2025,1,SKAP,SKMU,SKAP,Estado,Estado,M,N,LLEGADA,5
2025,1,SKAP,SKNA,SKAP,Estado,Estado,M,N,LLEGADA,4
2025,1,SKAP,SKPP,SKAP,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAP,SKPQ,SKAP,Estado,Estado,M,N,LLEGADA,2
2025,1,SKAP,SKPS,SKAP,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAP,SKRG,SKAP,Estado,Estado,M,N,LLEGADA,3
2025,1,SKAP,SKSA,SKAP,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAP,SKSJ,SKAP,Estado,Estado,M,N,LLEGADA,8
2025,1,SKAP,SKTI,SKAP,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAP,SKTQ,SKAP,Estado,Estado,M,N,LLEGADA,2
2025,1,SKAP,SKUA,SKAP,Estado,Estado,M,N,LLEGADA,2
2025,1,SKAP,SKUB,SKAP,Estado,Estado,M,N,LLEGADA,3
2025,1,SKAP,SKYP,SKAP,Estado,Estado,M,N,LLEGADA,13
2025,1,SKAP,ZZZZ,SKAP,Estado,Estado,M,N,LLEGADA,3
2025,1,SKAR,KFLL,SKAR,NKS,NKS,S,I,LLEGADA,17
2025,1,SKAR,MPTO,SKAR,CMP,CMP,S,I,LLEGADA,5
2025,1,SKAR,MPTO,SKAR,CMP,RPB,S,I,LLEGADA,1
2025,1,SKAR,SKAR,KFLL,NKS,NKS,S,I,SALIDA,17
2025,1,SKAR,SKAR,MPTO,CMP,CMP,S,I,SALIDA,5
2025,1,SKAR,SKAR,MPTO,CMP,RPB,S,I,SALIDA,1
2025,1,SKAR,SKAR,SKAR,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAR,SKAR,SKAR,Estado,Estado,M,N,SALIDA,1
2025,1,SKAR,SKAR,SKAR,Estado,Estado,M,N,TOQUE Y DESPEGUE,4
2025,1,SKAR,SKAR,SKBO,ARE,ARE,S,N,SALIDA,28
2025,1,SKAR,SKAR,SKBO,ARE,LAN,S,N,SALIDA,3
2025,1,SKAR,SKAR,SKBO,AVA,AVA,S,N,SALIDA,54
2025,1,SKAR,SKAR,SKBO,AVA,AVR,S,N,SALIDA,5
2025,1,SKAR,SKAR,SKBO,AVR,AVA,S,N,SALIDA,17
2025,1,SKAR,SKAR,SKBO,AVR,AVR,S,N,SALIDA,14
2025,1,SKAR,SKAR,SKBO,AVR,EFY,S,N,SALIDA,62
2025,1,SKAR,SKAR,SKBO,Estado,Estado,M,N,SALIDA,3
2025,1,SKAR,SKAR,SKBO,RPB,RPB,S,N,SALIDA,18
2025,1,SKAR,SKAR,SKCL,ACL,ACL,N,N,SALIDA,1
2025,1,SKAR,SKAR,SKGB,Estado,Estado,M,N,SALIDA,1
2025,1,SKAR,SKAR,SKMD,EFY,EFY,S,N,SALIDA,29
2025,1,SKAR,SKAR,SKMZ,EFY,EFY,S,N,SALIDA,1
2025,1,SKAR,SKAR,SKRG,ACL,ACL,N,N,SALIDA,1
2025,1,SKAR,SKAR,SKRG,AVA,AVA,S,N,SALIDA,14
2025,1,SKAR,SKAR,SKRG,AVA,AVR,S,N,SALIDA,1
2025,1,SKAR,SKAR,SKRG,Estado,Estado,M,N,SALIDA,1
2025,1,SKAR,SKBO,SKAR,ACL,ACL,N,N,LLEGADA,2
2025,1,SKAR,SKBO,SKAR,ARE,ARE,S,N,LLEGADA,28
2025,1,SKAR,SKBO,SKAR,ARE,LAN,S,N,LLEGADA,3
2025,1,SKAR,SKBO,SKAR,AVA,AVA,S,N,LLEGADA,52
2025,1,SKAR,SKBO,SKAR,AVA,AVR,S,N,LLEGADA,5
2025,1,SKAR,SKBO,SKAR,AVR,AVA,S,N,LLEGADA,17
2025,1,SKAR,SKBO,SKAR,AVR,AVR,S,N,LLEGADA,14
2025,1,SKAR,SKBO,SKAR,AVR,EFY,S,N,LLEGADA,62
2025,1,SKAR,SKBO,SKAR,Estado,Estado,M,N,LLEGADA,2
2025,1,SKAR,SKBO,SKAR,RPB,RPB,S,N,LLEGADA,18
2025,1,SKAR,SKBQ,SKAR,AVA,AVA,S,N,LLEGADA,1
2025,1,SKAR,SKCL,SKAR,AVA,AVA,S,N,LLEGADA,1
2025,1,SKAR,SKMD,SKAR,EFY,EFY,S,N,LLEGADA,29
2025,1,SKAR,SKME,SKAR,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAR,SKPP,SKAR,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAR,SKRG,SKAR,AVA,AVA,S,N,LLEGADA,14
2025,1,SKAR,SKRG,SKAR,AVA,AVR,S,N,LLEGADA,1
2025,1,SKAR,SKTL,SKAR,EFY,EFY,S,N,LLEGADA,1
2025,1,SKAR,SKUI,SKAR,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAS,SKAS,SKBO,EFY,EFY,S,N,SALIDA,17
2025,1,SKAS,SKAS,SKBO,Estado,Estado,M,N,SALIDA,2
2025,1,SKAS,SKAS,SKBO,NSE,NSE,S,N,SALIDA,50
2025,1,SKAS,SKAS,SKCC,Estado,Estado,M,N,SALIDA,1
2025,1,SKAS,SKAS,SKCL,EFY,EFY,S,N,SALIDA,16
2025,1,SKAS,SKAS,SKCL,NSE,NSE,S,N,SALIDA,12
2025,1,SKAS,SKAS,SKIB,Estado,Estado,M,N,SALIDA,1
2025,1,SKAS,SKAS,SKLG,NSE,NSE,S,N,SALIDA,8
2025,1,SKAS,SKAS,SKNV,1CP,1CP,N,N,SALIDA,1
2025,1,SKAS,SKAS,SKPS,Estado,Estado,M,N,SALIDA,2
2025,1,SKAS,SKAS,SKSJ,Estado,Estado,M,N,SALIDA,1
2025,1,SKAS,SKAS,SKTQ,Estado,Estado,M,N,SALIDA,1
2025,1,SKAS,SKBO,SKAS,EFY,EFY,S,N,LLEGADA,17
2025,1,SKAS,SKBO,SKAS,Estado,Estado,M,N,LLEGADA,2
2025,1,SKAS,SKBO,SKAS,NSE,NSE,S,N,LLEGADA,50
2025,1,SKAS,SKCL,SKAS,EFY,EFY,S,N,LLEGADA,16
2025,1,SKAS,SKCL,SKAS,NSE,NSE,S,N,LLEGADA,12
2025,1,SKAS,SKFL,SKAS,Estado,Estado,M,N,LLEGADA,2
2025,1,SKAS,SKIB,SKAS,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAS,SKLG,SKAS,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAS,SKLG,SKAS,NSE,NSE,S,N,LLEGADA,8
2025,1,SKAS,SKNV,SKAS,0EC,0EC,N,N,LLEGADA,1
2025,1,SKAS,SKPS,SKAS,Estado,Estado,M,N,LLEGADA,1
2025,1,SKAS,SKTQ,SKAS,Estado,Estado,M,N,LLEGADA,2
2025,1,SKBC,SKBC,SKSM,Estado,Estado,M,N,SALIDA,1
2025,1,SKBC,SKBC,SKVP,Estado,Estado,M,N,SALIDA,2
2025,1,SKBC,SKBC,ZZZZ,Estado,Estado,M,N,SALIDA,3
2025,1,SKBC,SKSM,SKBC,Estado,Estado,M,N,LLEGADA,1
2025,1,SKBC,SKVP,SKBC,Estado,Estado,M,N,LLEGADA,1
2025,1,SKBC,ZZZZ,SKBC,Estado,Estado,M,N,LLEGADA,1
2025,1,SKBG,KFLL,SKBG,NKS,NKS,S,I,LLEGADA,14
2025,1,SKBG,MBPV,SKBG,0DZ,0DZ,N,I,LLEGADA,3
2025,1,SKBG,MPTO,SKBG,CMP,CMP,S,I,LLEGADA,18
2025,1,SKBG,SKAG,SKBG,1DF,1DF,N,N,LLEGADA,8
2025,1,SKBG,SKAG,SKBG,Estado,Estado,M,N,LLEGADA,1
2025,1,SKBG,SKBG,KFLL,NKS,NKS,S,I,SALIDA,14
2025,1,SKBG,SKBG,MBPV,0DZ,0DZ,N,I,SALIDA,1
2025,1,SKBG,SKBG,MPTO,CMP,CMP,S,I,SALIDA,18
2025,1,SKBG,SKBG,SKAG,1DF,1DF,N,N,SALIDA,9
2025,1,SKBG,SKBG,SKBG,1DF,1DF,N,N,LLEGADA,1
2025,1,SKBG,SKBG,SKBG,1DF,1DF,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKBG,4BI,4BI,G,N,LLEGADA,1
2025,1,SKBG,SKBG,SKBG,4BI,4BI,G,N,SALIDA,1
2025,1,SKBG,SKBG,SKBO,0DZ,0DZ,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKBO,1DF,1DF,N,N,SALIDA,3
2025,1,SKBG,SKBG,SKBO,1ED,1ED,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKBO,1EH,1EH,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKBO,1GQ,1GQ,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKBO,ACL,ACL,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKBO,ARE,ARE,S,N,SALIDA,155
2025,1,SKBG,SKBG,SKBO,ARE,LAN,S,N,SALIDA,11
2025,1,SKBG,SKBG,SKBO,AVA,AVA,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKBO,AVA,AVA,S,N,SALIDA,168
2025,1,SKBG,SKBG,SKBO,AVA,AVR,S,N,SALIDA,67
2025,1,SKBG,SKBG,SKBO,AVR,AVA,S,N,SALIDA,22
2025,1,SKBG,SKBG,SKBO,AVR,AVR,S,N,SALIDA,40
2025,1,SKBG,SKBG,SKBO,AVR,EFY,S,N,SALIDA,30
2025,1,SKBG,SKBG,SKBO,Estado,Estado,M,N,SALIDA,13
2025,1,SKBG,SKBG,SKBO,RPB,RPB,S,N,SALIDA,9
2025,1,SKBG,SKBG,SKBQ,1CG,1CG,N,N,SALIDA,2
2025,1,SKBG,SKBG,SKBQ,4AC,4AC,G,N,SALIDA,1
2025,1,SKBG,SKBG,SKBQ,ACL,ACL,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKCC,0DZ,0DZ,N,N,SALIDA,2
2025,1,SKBG,SKBG,SKCC,0EC,0EC,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKCC,1DF,1DF,N,N,SALIDA,2
2025,1,SKBG,SKBG,SKCC,AVA,AVA,S,N,SALIDA,2
2025,1,SKBG,SKBG,SKCC,EFY,EFY,S,N,SALIDA,46
2025,1,SKBG,SKBG,SKCC,Estado,Estado,M,N,SALIDA,9
2025,1,SKBG,SKBG,SKCC,OEZ,OEZ,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKCG,0DZ,0DZ,N,N,SALIDA,2
2025,1,SKBG,SKBG,SKCG,1DF,1DF,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKCG,1GS,1GS,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKCG,AVA,AVA,S,N,SALIDA,3
2025,1,SKBG,SKBG,SKCG,AVA,AVR,S,N,SALIDA,1
2025,1,SKBG,SKBG,SKCL,1GS,1GS,N,N,SALIDA,2
2025,1,SKBG,SKBG,SKCM,1DF,1DF,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKEB,1DF,1DF,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKGY,0EA,0EA,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKGY,0EC,0EC,N,N,SALIDA,4
2025,1,SKBG,SKBG,SKGY,1CP,1CP,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKGY,4AC,4AC,G,N,SALIDA,2
2025,1,SKBG,SKBG,SKGY,Estado,Estado,M,N,SALIDA,1
2025,1,SKBG,SKBG,SKIB,1DF,1DF,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKLT,0EA,0EA,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKMD,1EE,1EE,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKMD,1FZ,1FZ,N,N,SALIDA,6
2025,1,SKBG,SKBG,SKMD,1GB,1GB,N,N,SALIDA,3
2025,1,SKBG,SKBG,SKMD,1HB,1HB,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKMD,EFY,EFY,S,N,SALIDA,39
2025,1,SKBG,SKBG,SKNQ,0EI,0EI,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKOC,1DF,1DF,N,N,SALIDA,11
2025,1,SKBG,SKBG,SKOT,1FZ,1FZ,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKPD,0EC,0EC,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKQR,1HB,1HB,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKRG,1ED,1ED,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKRG,AVA,AVA,S,N,SALIDA,30
2025,1,SKBG,SKBG,SKRG,AVA,AVR,S,N,SALIDA,6
2025,1,SKBG,SKBG,SKRG,EFY,EFY,S,N,SALIDA,3
2025,1,SKBG,SKBG,SKRG,Estado,Estado,M,N,SALIDA,1
2025,1,SKBG,SKBG,SKSA,0EA,0EA,N,N,SALIDA,6
2025,1,SKBG,SKBG,SKSA,0EC,0EC,N,N,SALIDA,3
2025,1,SKBG,SKBG,SKSA,1DF,1DF,N,N,SALIDA,7
2025,1,SKBG,SKBG,SKSA,1GQ,1GQ,N,N,SALIDA,3
2025,1,SKBG,SKBG,SKSA,1GS,1GS,N,N,SALIDA,2
2025,1,SKBG,SKBG,SKSA,EFY,EFY,S,N,SALIDA,16
2025,1,SKBG,SKBG,SKSA,NSE,NSE,S,N,SALIDA,19
2025,1,SKBG,SKBG,SKSA,OEZ,OEZ,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKSG,1CG,1CG,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKSG,1CP,1CP,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKSG,1DF,1DF,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKSG,1EE,1EE,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKSJ,1GQ,1GQ,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKSJ,1GS,1GS,N,N,SALIDA,2
2025,1,SKBG,SKBG,SKSM,Estado,Estado,M,N,SALIDA,1
2025,1,SKBG,SKBG,SKSP,0EC,0EC,N,N,SALIDA,3
2025,1,SKBG,SKBG,SKSR,1DF,1DF,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKSR,Estado,Estado,M,N,SALIDA,1
2025,1,SKBG,SKBG,SKTL,EFY,EFY,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKTL,EFY,EFY,S,N,SALIDA,4
2025,1,SKBG,SKBG,SKTM,1DF,1DF,N,N,SALIDA,2
2025,1,SKBG,SKBG,SKUC,0EA,0EA,N,N,SALIDA,3
2025,1,SKBG,SKBG,SKUC,0EC,0EC,N,N,SALIDA,4
2025,1,SKBG,SKBG,SKUC,1DF,1DF,N,N,SALIDA,2
2025,1,SKBG,SKBG,SKUC,1ED,1ED,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKUC,1GQ,1GQ,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKUC,1GS,1GS,N,N,SALIDA,2
2025,1,SKBG,SKBG,SKUC,EFY,EFY,S,N,SALIDA,30
2025,1,SKBG,SKBG,SKUC,NSE,NSE,S,N,SALIDA,11
2025,1,SKBG,SKBG,SKUC,OEZ,OEZ,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKUM,0EC,0EC,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKVP,1GB,1GB,N,N,SALIDA,3
2025,1,SKBG,SKBG,SKVV,0DZ,0DZ,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKVV,0EC,0EC,N,N,SALIDA,3
2025,1,SKBG,SKBG,SKVV,1GK,1GK,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKVV,1GS,1GS,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKYP,1DF,1DF,N,N,SALIDA,1
2025,1,SKBG,SKBG,SKYP,Estado,Estado,M,N,SALIDA,1
2025,1,SKBG,SKBG,TNCA,0DZ,0DZ,N,I,SALIDA,6
2025,1,SKBG,SKBG,TNCA,1ED,1ED,N,I,SALIDA,1
2025,1,SKBG,SKBG,ZZZZ,1CP,1CP,N,N,SALIDA,2
2025,1,SKBG,SKBG,ZZZZ,1EE,1EE,N,N,SALIDA,6
2025,1,SKBG,SKBG,ZZZZ,1HB,1HB,N,N,SALIDA,3
2025,1,SKBG,SKBG,ZZZZ,Estado,Estado,M,N,SALIDA,2
2025,1,SKBG,SKBG,ZZZZ,HTS,HTS,N,N,SALIDA,10
2025,1,SKBG,SKBO,SKBG,0DZ,0DZ,N,N,LLEGADA,4
2025,1,SKBG,SKBO,SKBG,1DF,1DF,N,N,LLEGADA,2
2025,1,SKBG,SKBO,SKBG,1ED,1ED,N,N,LLEGADA,2
2025,1,SKBG,SKBO,SKBG,1EH,1EH,N,N,LLEGADA,1
2025,1,SKBG,SKBO,SKBG,ACL,ACL,N,N,LLEGADA,1
2025,1,SKBG,SKBO,SKBG,ARE,ARE,S,N,LLEGADA,155
2025,1,SKBG,SKBO,SKBG,ARE,LAN,S,N,LLEGADA,11
2025,1,SKBG,SKBO,SKBG,AVA,AVA,S,N,LLEGADA,172
2025,1,SKBG,SKBO,SKBG,AVA,AVR,S,N,LLEGADA,67
2025,1,SKBG,SKBO,SKBG,AVR,AVA,S,N,LLEGADA,23
2025,1,SKBG,SKBO,SKBG,AVR,AVR,S,N,LLEGADA,39
2025,1,SKBG,SKBO,SKBG,AVR,EFY,S,N,LLEGADA,30
2025,1,SKBG,SKBO,SKBG,Estado,Estado,M,N,LLEGADA,12
2025,1,SKBG,SKBO,SKBG,RPB,RPB,S,N,LLEGADA,9
2025,1,SKBG,SKBQ,SKBG,1CG,1CG,N,N,LLEGADA,2
2025,1,SKBG,SKBQ,SKBG,Estado,Estado,M,N,LLEGADA,1
2025,1,SKBG,SKCC,SKBG,0DZ,0DZ,N,N,LLEGADA,2
2025,1,SKBG,SKCC,SKBG,0EA,0EA,N,N,LLEGADA,1
2025,1,SKBG,SKCC,SKBG,0EC,0EC,N,N,LLEGADA,5
2025,1,SKBG,SKCC,SKBG,1DF,1DF,N,N,LLEGADA,2
2025,1,SKBG,SKCC,SKBG,1EE,1EE,N,N,LLEGADA,2
2025,1,SKBG,SKCC,SKBG,1GS,1GS,N,N,LLEGADA,1
2025,1,SKBG,SKCC,SKBG,1HB,1HB,N,N,LLEGADA,1
2025,1,SKBG,SKCC,SKBG,EFY,EFY,S,N,LLEGADA,46
2025,1,SKBG,SKCC,SKBG,Estado,Estado,M,N,LLEGADA,9
2025,1,SKBG,SKCC,SKBG,OEZ,OEZ,N,N,LLEGADA,1
2025,1,SKBG,SKCG,SKBG,1DF,1DF,N,N,LLEGADA,1
2025,1,SKBG,SKCG,SKBG,1GS,1GS,N,N,LLEGADA,2
2025,1,SKBG,SKCG,SKBG,AVA,AVA,S,N,LLEGADA,3
2025,1,SKBG,SKCG,SKBG,AVA,AVR,S,N,LLEGADA,1
2025,1,SKBG,SKCL,SKBG,0DZ,0DZ,N,N,LLEGADA,3
2025,1,SKBG,SKCM,SKBG,1DF,1DF,N,N,LLEGADA,1
2025,1,SKBG,SKCN,SKBG,1DF,1DF,N,N,LLEGADA,1
2025,1,SKBG,SKEB,SKBG,1DF,1DF,N,N,LLEGADA,2
2025,1,SKBG,SKGY,SKBG,4AC,4AC,G,N,LLEGADA,2
2025,1,SKBG,SKIB,SKBG,1DF,1DF,N,N,LLEGADA,1
2025,1,SKBG,SKMD,SKBG,1DF,1DF,N,N,LLEGADA,1
2025,1,SKBG,SKMD,SKBG,1FZ,1FZ,N,N,LLEGADA,7
2025,1,SKBG,SKMD,SKBG,1GB,1GB,N,N,LLEGADA,6
2025,1,SKBG,SKMD,SKBG,1HB,1HB,N,N,LLEGADA,1
2025,1,SKBG,SKMD,SKBG,EFY,EFY,S,N,LLEGADA,41
2025,1,SKBG,SKMD,SKEJ,4CZ,4CZ,G,N,TOQUE Y DESPEGUE,1
2025,1,SKBG,SKMP,SKBG,1CG,1CG,N,N,LLEGADA,1
2025,1,SKBG,SKMU,SKBG,0EC,0EC,N,N,LLEGADA,1
2025,1,SKBG,SKOC,SKBG,1DF,1DF,N,N,LLEGADA,10
2025,1,SKBG,SKOC,SKBG,Estado,Estado,M,N,LLEGADA,1
2025,1,SKBG,SKPS,SKBG,0EI,0EI,N,N,LLEGADA,1
2025,1,SKBG,SKRG,SKBG,ACL,ACL,N,N,LLEGADA,1
2025,1,SKBG,SKRG,SKBG,AVA,AVA,S,N,LLEGADA,29
2025,1,SKBG,SKRG,SKBG,AVA,AVR,S,N,LLEGADA,6
2025,1,SKBG,SKRG,SKBG,Estado,Estado,M,N,LLEGADA,1
2025,1,SKBG,SKSA,SKBG,0EA,0EA,N,N,LLEGADA,5
2025,1,SKBG,SKSA,SKBG,0EC,0EC,N,N,LLEGADA,2
2025,1,SKBG,SKSA,SKBG,1DF,1DF,N,N,LLEGADA,8
2025,1,SKBG,SKSA,SKBG,1GK,1GK,N,N,LLEGADA,1
2025,1,SKBG,SKSA,SKBG,1GQ,1GQ,N,N,LLEGADA,2
2025,1,SKBG,SKSA,SKBG,EFY,EFY,S,N,LLEGADA,16
2025,1,SKBG,SKSA,SKBG,NSE,NSE,S,N,LLEGADA,19
2025,1,SKBG,SKSA,SKBG,OEZ,OEZ,N,N,LLEGADA,1
2025,1,SKBG,SKSG,SKBG,1CP,1CP,N,N,LLEGADA,2
2025,1,SKBG,SKSG,SKBG,1DF,1DF,N,N,LLEGADA,2
2025,1,SKBG,SKSG,SKBG,1EE,1EE,N,N,LLEGADA,1
2025,1,SKBG,SKSG,SKBG,1HB,1HB,N,N,LLEGADA,1
2025,1,SKBG,SKSM,SKBG,4AC,4AC,G,N,LLEGADA,1
2025,1,SKBG,SKSM,SKBG,Estado,Estado,M,N,LLEGADA,2
2025,1,SKBG,SKSP,SKBG,0EC,0EC,N,N,LLEGADA,1
2025,1,SKBG,SKSP,SKBG,OEZ,OEZ,N,N,LLEGADA,1
2025,1,SKBG,SKSR,SKBG,1DF,1DF,N,N,LLEGADA,2
2025,1,SKBG,SKTL,SKBG,EFY,EFY,S,N,LLEGADA,5
2025,1,SKBG,SKUC,SKBG,0EA,0EA,N,N,LLEGADA,5
2025,1,SKBG,SKUC,SKBG,0EC,0EC,N,N,LLEGADA,8
2025,1,SKBG,SKUC,SKBG,1DF,1DF,N,N,LLEGADA,1
2025,1,SKBG,SKUC,SKBG,1GQ,1GQ,N,N,LLEGADA,5
